"Relative Time (Process)","stage2-uvit-20260526-011258 - system/gpu.0.memoryAllocated","stage2-uvit-20260526-011258 - system/gpu.0.memoryAllocated__MIN","stage2-uvit-20260526-011258 - system/gpu.0.memoryAllocated__MAX"
"22171.355513709","49.90560372903436","49.90560372903436","49.90560372903436"
"22186.355627628","49.90433154209412","49.90433154209412","49.90433154209412"
"22201.355393373","49.90458597948217","49.90458597948217","49.90458597948217"
"22216.356354853","49.90458597948217","49.90458597948217","49.90458597948217"
"22231.355651525","49.897970607392935","49.897970607392935","49.897970607392935"
"22246.356211903","49.359581094284316","49.359581094284316","49.359581094284316"
"22261.356205171","49.35907221950822","49.35907221950822","49.35907221950822"
"22276.355811764","49.35907221950822","49.35907221950822","49.35907221950822"
"22291.355856734","49.368740840254034","49.368740840254034","49.368740840254034"
"22306.355689093","49.46695367204039","49.46695367204039","49.46695367204039"
"22321.355856226","49.46695367204039","49.46695367204039","49.46695367204039"
"22336.355771179","49.46695367204039","49.46695367204039","49.46695367204039"
"22351.355379452","49.476367855398145","49.476367855398145","49.476367855398145"
"22366.356536938","49.47484123106986","49.47484123106986","49.47484123106986"
"22381.356136081","49.47484123106986","49.47484123106986","49.47484123106986"
"22396.35570846","49.48298322748738","49.48298322748738","49.48298322748738"
"22411.355668421","49.476367855398145","49.476367855398145","49.476367855398145"
"22426.356053466","49.47484123106986","49.47484123106986","49.47484123106986"
"22441.355724872","49.47484123106986","49.47484123106986","49.47484123106986"
"22456.355366173","96.00355194593715","96.00355194593715","96.00355194593715"
"22471.356116218","96.00685963198177","96.00685963198177","96.00685963198177"
"22486.356200296","96.00355194593715","96.00355194593715","96.00355194593715"
"22501.355797723","96.0038063833252","96.0038063833252","96.0038063833252"
"22516.355375662","96.0038063833252","96.0038063833252","96.0038063833252"
"22531.355520696","96.00533300765348","96.00533300765348","96.00533300765348"
"22546.356000742","96.00355194593715","96.00355194593715","96.00355194593715"
"22561.355893194","96.00355194593715","96.00355194593715","96.00355194593715"
"22576.355805535","96.00355194593715","96.00355194593715","96.00355194593715"
"22591.355647932","95.93205503989579","95.93205503989579","95.93205503989579"
"22606.355533706","95.93867041198502","95.93867041198502","95.93867041198502"
"22621.355782999","95.93867041198502","95.93867041198502","95.93867041198502"
"22636.355511062","95.9139899853444","95.9139899853444","95.9139899853444"
"22651.355396073","95.92365860609021","95.92365860609021","95.92365860609021"
"22666.355639752","95.92213198176192","95.92213198176192","95.92213198176192"
"22681.355346513","95.92238641914997","95.92238641914997","95.92238641914997"
"22696.355548589","95.93078285295555","95.93078285295555","95.93078285295555"
"22711.355990239","95.89210836997232","95.89210836997232","95.89210836997232"
"22726.355916346","95.89007287086794","95.89007287086794","95.89007287086794"
"22741.355836696","95.89007287086794","95.89007287086794","95.89007287086794"
"22756.360764363","95.89821486728546","95.89821486728546","95.89821486728546"
"22771.355377603","49.37103077674646","49.37103077674646","49.37103077674646"
"22786.355257411","49.36950415241817","49.36950415241817","49.36950415241817"
"22801.356516904","49.36950415241817","49.36950415241817","49.36950415241817"
"22816.355265706","49.36950415241817","49.36950415241817","49.36950415241817"
"22831.355925689","49.37103077674646","49.37103077674646","49.37103077674646"
"22846.355895496","49.3562734082397","49.3562734082397","49.3562734082397"
"22861.356072063","49.3562734082397","49.3562734082397","49.3562734082397"
"22876.355987267","49.3562734082397","49.3562734082397","49.3562734082397"
"22891.355537273","49.349658036150466","49.349658036150466","49.349658036150466"
"22906.356223903","49.3562734082397","49.3562734082397","49.3562734082397"
"22921.355445683","49.3562734082397","49.3562734082397","49.3562734082397"
"22936.355610097","49.3562734082397","49.3562734082397","49.3562734082397"
"22951.355869598","49.36594202898551","49.36594202898551","49.36594202898551"
"22966.356976559","49.36441540465722","49.36441540465722","49.36441540465722"
"22981.355014958","49.36441540465722","49.36441540465722","49.36441540465722"
"22996.355480616","49.36441540465722","49.36441540465722","49.36441540465722"
"23011.3555313","49.34991247353851","49.34991247353851","49.34991247353851"
"23026.355690072","49.348640286598275","49.348640286598275","49.348640286598275"
"23041.356088051","49.34889472398632","49.34889472398632","49.34889472398632"
"23056.355351769","49.554734570916786","49.554734570916786","49.554734570916786"
"23071.35533455","49.46033829995115","49.46033829995115","49.46033829995115"
"23086.39076082","49.36950415241817","49.36950415241817","49.36950415241817"
"23101.355944549","49.36950415241817","49.36950415241817","49.36950415241817"
"23116.356316158","49.36950415241817","49.36950415241817","49.36950415241817"
"23131.356290724","49.37103077674646","49.37103077674646","49.37103077674646"
"23146.355434782","49.369758589806224","49.369758589806224","49.369758589806224"
"23161.355852083","49.369758589806224","49.369758589806224","49.369758589806224"
"23176.356231987","49.36950415241817","49.36950415241817","49.36950415241817"
"23191.355969892","49.37103077674646","49.37103077674646","49.37103077674646"
"23206.355801646","49.32217879824133","49.32217879824133","49.32217879824133"
"23221.355659398","49.33032079465885","49.33032079465885","49.33032079465885"
"23236.355743209","49.33032079465885","49.33032079465885","49.33032079465885"
"23251.356391783","49.3402438527927","49.3402438527927","49.3402438527927"
"23266.356054962","49.33871722846442","49.33871722846442","49.33871722846442"
"23281.35562179","49.33871722846442","49.33871722846442","49.33871722846442"
"23296.355877865","49.338462791076374","49.338462791076374","49.338462791076374"
"23311.355869316","49.33998941540466","49.33998941540466","49.33998941540466"
"23326.356521471","49.338462791076374","49.338462791076374","49.338462791076374"
"23341.355726693","49.338462791076374","49.338462791076374","49.338462791076374"
"23356.356185268","49.338462791076374","49.338462791076374","49.338462791076374"
"23371.356091009","49.33998941540466","49.33998941540466","49.33998941540466"
"23386.355506116","49.338462791076374","49.338462791076374","49.338462791076374"
"23401.355920604","49.33998941540466","49.33998941540466","49.33998941540466"
"23416.355161994","49.33998941540466","49.33998941540466","49.33998941540466"
"23431.355374058","49.37408402540303","49.37408402540303","49.37408402540303"
"23446.355512396","49.372557401074744","49.372557401074744","49.372557401074744"
"23461.356239199","49.372557401074744","49.372557401074744","49.372557401074744"
"23476.355695547","49.36466984204527","49.36466984204527","49.36466984204527"
"23491.356073101","49.37408402540303","49.37408402540303","49.37408402540303"
"23506.356107051","49.372557401074744","49.372557401074744","49.372557401074744"
"23521.355785446","49.36441540465722","49.36441540465722","49.36441540465722"
"23536.355535245","49.33184741898714","49.33184741898714","49.33184741898714"
"23551.355694182","49.341516039732944","49.341516039732944","49.341516039732944"
"23566.356080343","49.3402438527927","49.3402438527927","49.3402438527927"
"23581.355747056","49.3402438527927","49.3402438527927","49.3402438527927"
"23596.356515613","49.340498290180754","49.340498290180754","49.340498290180754"
"23611.3564683","49.88244992672203","49.88244992672203","49.88244992672203"
"23626.356265631","50.263088259241165","50.263088259241165","50.263088259241165"
"23641.355094544","50.679602263475","50.679602263475","50.679602263475"
"23656.356050715","50.67502239049014","50.67502239049014","50.67502239049014"
"23671.355580869","50.67654901481843","50.67654901481843","50.67654901481843"
"23686.356064544","50.84524100309395","50.84524100309395","50.84524100309395"
"23701.356761833","50.74982698257613","50.74982698257613","50.74982698257613"
"23716.355193826","50.74982698257613","50.74982698257613","50.74982698257613"
"23731.355865977","50.752116919068555","50.752116919068555","50.752116919068555"
"23746.355842887","50.74982698257613","50.74982698257613","50.74982698257613"
"23761.355397439","50.74982698257613","50.74982698257613","50.74982698257613"
"23776.356762658","50.75873229115779","50.75873229115779","50.75873229115779"
"23791.355492278","50.76025891548608","50.76025891548608","50.76025891548608"
"23806.356101458","50.75669679205341","50.75669679205341","50.75669679205341"
"23821.35588197","49.62674035173424","49.62674035173424","49.62674035173424"
"23836.355443478","49.61859835531672","49.61859835531672","49.61859835531672"
"23851.356344619","49.62826697606253","49.62826697606253","49.62826697606253"
"23866.355280668","49.62674035173424","49.62674035173424","49.62674035173424"
"23881.355139328","49.62674035173424","49.62674035173424","49.62674035173424"
"23896.355878634","49.62674035173424","49.62674035173424","49.62674035173424"
"23911.356261263","49.62037941703306","49.62037941703306","49.62037941703306"
"23926.35595331","49.61885279270477","49.61885279270477","49.61885279270477"
"23941.355420411","49.61961610486891","49.61961610486891","49.61961610486891"
"23956.355337273","49.62852141345058","49.62852141345058","49.62852141345058"
"23971.354934433","49.63004803777886","49.63004803777886","49.63004803777886"
"23986.356008755","49.78143828366716","49.78143828366716","49.78143828366716"
"24001.35980875","49.535651766813224","49.535651766813224","49.535651766813224"
"24016.356439092","49.59162799218368","49.59162799218368","49.59162799218368"
"24031.355681949","49.59773448949682","49.59773448949682","49.59773448949682"
"24046.355397634","49.65879946262824","49.65879946262824","49.65879946262824"
"24061.355610785","49.65879946262824","49.65879946262824","49.65879946262824"
"24076.35517376","49.67101245725452","49.67101245725452","49.67101245725452"
"24091.356094414","49.68449763882104","49.68449763882104","49.68449763882104"
"24106.356127565","49.68551538837323","49.68551538837323","49.68551538837323"
"24121.35569481","49.769225289040875","49.769225289040875","49.769225289040875"
"24136.356009014","49.42878806383325","49.42878806383325","49.42878806383325"
"24151.355801698","49.43616674808663","49.43616674808663","49.43616674808663"
"24166.355155563","49.43464012375834","49.43464012375834","49.43464012375834"
"24181.355215628","49.4445631818922","49.4445631818922","49.4445631818922"
"24196.355245148","49.44278212017586","49.44278212017586","49.44278212017586"
"24211.355320323","49.44354543234001","49.44354543234001","49.44354543234001"
"24226.356683425","49.442018808011724","49.442018808011724","49.442018808011724"
"24241.356110989","49.73538511643055","49.73538511643055","49.73538511643055"
"24256.359496454","96.15646881615372","96.15646881615372","96.15646881615372"
"24271.355918378","96.01093063019053","96.01093063019053","96.01093063019053"
"24286.355673745","96.01907262660805","96.01907262660805","96.01907262660805"
"24301.355991383","96.05443942354665","96.05443942354665","96.05443942354665"
"24316.356080301","96.08039203712751","96.08039203712751","96.08039203712751"
"24331.355440366","96.06716129294904","96.06716129294904","96.06716129294904"
"24346.356312131","96.0760666015307","96.0760666015307","96.0760666015307"
"24361.35623242","96.0760666015307","96.0760666015307","96.0760666015307"
"24376.355848363","96.06792460511318","96.06792460511318","96.06792460511318"
"24391.355352527","96.06792460511318","96.06792460511318","96.06792460511318"
"24406.356016156","96.06639798078488","96.06639798078488","96.06639798078488"
"24421.356079128","96.06716129294904","96.06716129294904","96.06716129294904"
"24436.356236965","96.01601937795148","96.01601937795148","96.01601937795148"
"24451.355153081","96.02823237257776","96.02823237257776","96.02823237257776"
"24466.356094743","96.02823237257776","96.02823237257776","96.02823237257776"
"24481.355611526","96.02721462302557","96.02721462302557","96.02721462302557"
"24496.357295972","96.02721462302557","96.02721462302557","96.02721462302557"
"24511.355402977","96.02721462302557","96.02721462302557","96.02721462302557"
"24526.355093109","96.02797793518971","96.02797793518971","96.02797793518971"
"24541.355292401","96.02797793518971","96.02797793518971","96.02797793518971"
"24556.355670285","96.02797793518971","96.02797793518971","96.02797793518971"
"24571.355270121","49.498503908158284","49.498503908158284","49.498503908158284"
"24586.355604593","49.49926722032242","49.49926722032242","49.49926722032242"
"24601.355495606","49.50003053248657","49.50003053248657","49.50003053248657"
"24616.35628562","49.50817252890409","49.50817252890409","49.50817252890409"
"24631.355557262","49.50893584106823","49.50893584106823","49.50893584106823"
"24646.355730704","49.48323766487543","49.48323766487543","49.48323766487543"
"24661.355927566","49.48400097703957","49.48400097703957","49.48400097703957"
"24676.355593793","49.48400097703957","49.48400097703957","49.48400097703957"
