"Step","stage2-uvit-20260526-011258 - epoch","stage2-uvit-20260526-011258 - epoch__MIN","stage2-uvit-20260526-011258 - epoch__MAX"
"11619","12","12","12"
"11620","12","12","12"
"11624","12","12","12"
"11626","12","12","12"
"11628","12","12","12"
"11630","12","12","12"
"11633","12","12","12"
"11635","12","12","12"
"11638","12","12","12"
"11639","12","12","12"
"11642","12","12","12"
"11643","12","12","12"
"11648","12","12","12"
"11652","12","12","12"
"11657","12","12","12"
"11660","12","12","12"
"11662","12","12","12"
"11666","12","12","12"
"11667","12","12","12"
"11668","12","12","12"
"11670","12","12","12"
"11672","12","12","12"
"11673","12","12","12"
"11676","12","12","12"
"11706","12","12","12"
"11713","12","12","12"
"11718","12","12","12"
"11722","12","12","12"
"11728","12","12","12"
"11733","12","12","12"
"11743","12","12","12"
"11745","12","12","12"
"11746","12","12","12"
"11748","12","12","12"
"11754","12","12","12"
"11757","12","12","12"
"11768","12","12","12"
"11783","12","12","12"
"11789","12","12","12"
"11790","12","12","12"
"11795","12","12","12"
"11798","12","12","12"
"11800","12","12","12"
"11801","12","12","12"
"11810","12","12","12"
"11814","12","12","12"
"11815","12","12","12"
"11816","12","12","12"
"11817","12","12","12"
"11835","12","12","12"
"11839","12","12","12"
"11849","12","12","12"
"11863","12","12","12"
"11864","12","12","12"
"11869","12","12","12"
"11874","12","12","12"
"11875","12","12","12"
"11877","12","12","12"
"11880","12","12","12"
"11890","12","12","12"
"11891","12","12","12"
"11906","12","12","12"
"11909","12","12","12"
"11920","12","12","12"
"11934","12","12","12"
"11939","12","12","12"
"11940","12","12","12"
"11951","12","12","12"
"11953","12","12","12"
"11954","12","12","12"
"11956","12","12","12"
"11969","12","12","12"
"11971","12","12","12"
"11975","12","12","12"
"11983","12","12","12"
"11986","12","12","12"
"11989","12","12","12"
"11990","12","12","12"
"11991","12","12","12"
"11992","12","12","12"
"11993","12","12","12"
"11996","12","12","12"
"11997","12","12","12"
"12018","12","12","12"
"12019","12","12","12"
"12025","12","12","12"
"12039","12","12","12"
"12044","12","12","12"
"12047","12","12","12"
"12048","12","12","12"
"12049","12","12","12"
"12057","12","12","12"
"12059","12","12","12"
"12065","12","12","12"
"12070","12","12","12"
"12079","12","12","12"
"12085","12","12","12"
"12086","12","12","12"
"12091","12","12","12"
"12096","12","12","12"
"12102","12","12","12"
"12108","12","12","12"
"12112","12","12","12"
"12115","12","12","12"
"12120","12","12","12"
"12124","12","12","12"
"12128","12","12","12"
"12132","12","12","12"
"12140","12","12","12"
"12141","12","12","12"
"12144","12","12","12"
"12145","12","12","12"
"12152","12","12","12"
"12154","12","12","12"
"12157","12","12","12"
"12161","12","12","12"
"12171","12","12","12"
"12172","12","12","12"
"12173","12","12","12"
"12177","12","12","12"
"12187","12","12","12"
"12189","12","12","12"
"12190","12","12","12"
"12197","12","12","12"
"12215","12","12","12"
"12227","12","12","12"
"12228","12","12","12"
"12239","12","12","12"
"12240","12","12","12"
"12241","12","12","12"
"12243","12","12","12"
"12257","12","12","12"
"12275","12","12","12"
"12277","12","12","12"
"12279","12","12","12"
"12280","12","12","12"
"12293","12","12","12"
"12295","12","12","12"
"12297","12","12","12"
"12305","12","12","12"
"12312","12","12","12"
"12313","12","12","12"
"12317","12","12","12"
"12319","12","12","12"
"12329","12","12","12"
"12330","12","12","12"
"12331","12","12","12"
"12337","12","12","12"
"12340","12","12","12"
"12342","12","12","12"
"12345","12","12","12"
"12346","12","12","12"
"12349","12","12","12"
"12353","12","12","12"
"12356","12","12","12"
"12367","12","12","12"
"12373","12","12","12"
"12378","12","12","12"
"12380","12","12","12"
"12389","12","12","12"
"12397","12","12","12"
"12402","12","12","12"
"12411","12","12","12"
"12415","12","12","12"
"12435","12","12","12"
"12437","12","12","12"
"12453","12","12","12"
"12466","12","12","12"
"12472","12","12","12"
"12477","12","12","12"
"12479","12","12","12"
"12498","12","12","12"
"12499","12","12","12"
"12502","12","12","12"
"12503","12","12","12"
"12512","12","12","12"
"12514","12","12","12"
"12524","12","12","12"
"12526","12","12","12"
"12527","12","12","12"
"12533","12","12","12"
"12535","12","12","12"
"12547","12","12","12"
"12550","12","12","12"
"12560","12","12","12"
"12567","12","12","12"
"12573","12","12","12"
"12574","12","12","12"
"12575","12","12","12"
"12576","12","12","12"
"12582","12","12","12"
"12587","12","12","12"
"12599","12","12","12"
"12602","12","12","12"
"12609","12","12","12"
"12617","12","12","12"
"12620","12","12","12"
"12631","12","12","12"
"12633","12","12","12"
"12639","12","12","12"
"12642","12","12","12"
"12643","12","12","12"
"12644","12","12","12"
"12653","12","12","12"
"12657","12","12","12"
"12663","12","12","12"
"12672","12","12","12"
"12676","12","12","12"
"12703","12","12","12"
"12708","12","12","12"
"12713","12","12","12"
"12714","12","12","12"
"12723","12","12","12"
"12725","12","12","12"
"12731","12","12","12"
"12732","12","12","12"
"12735","12","12","12"
"12736","12","12","12"
"12737","12","12","12"
"12743","12","12","12"
"12749","12","12","12"
"12758","12","12","12"
"12759","12","12","12"
"12766","12","12","12"
"12767","12","12","12"
"12772","12","12","12"
"12773","12","12","12"
"12778","12","12","12"
"12790","12","12","12"
"12798","12","12","12"
"12807","12","12","12"
"12809","12","12","12"
"12815","12","12","12"
"12816","12","12","12"
"12820","12","12","12"
"12826","12","12","12"
"12829","12","12","12"
"12833","12","12","12"
"12834","12","12","12"
"12838","12","12","12"
"12842","12","12","12"
"12850","12","12","12"
"12851","12","12","12"
"12858","12","12","12"
"12865","12","12","12"
"12871","12","12","12"
"12882","12","12","12"
"12883","12","12","12"
"12885","12","12","12"
"12889","12","12","12"
"12894","12","12","12"
"12898","12","12","12"
"12904","12","12","12"
"12908","12","12","12"
"12924","12","12","12"
"12930","12","12","12"
"12931","12","12","12"
"12932","12","12","12"
"12934","12","12","12"
"12935","12","12","12"
"12941","12","12","12"
"12942","12","12","12"
"12957","12","12","12"
"12958","12","12","12"
"12960","12","12","12"
"12966","12","12","12"
"12971","12","12","12"
"12972","12","12","12"
"12973","12","12","12"
"12976","12","12","12"
"12982","12","12","12"
"12993","12","12","12"
"12994","12","12","12"
"12997","12","12","12"
"12998","12","12","12"
"12999","12","12","12"
"13002","12","12","12"
"13010","12","12","12"
"13012","12","12","12"
"13013","12","12","12"
"13016","12","12","12"
"13020","12","12","12"
"13021","12","12","12"
"13026","12","12","12"
"13028","12","12","12"
"13035","12","12","12"
"13036","12","12","12"
"13039","12","12","12"
"13040","12","12","12"
"13043","12","12","12"
"13047","12","12","12"
"13051","12","12","12"
"13057","12","12","12"
"13062","12","12","12"
"13066","12","12","12"
"13073","12","12","12"
"13082","12","12","12"
"13090","12","12","12"
"13091","12","12","12"
"13098","12","12","12"
"13101","12","12","12"
"13105","12","12","12"
"13107","12","12","12"
"13110","12","12","12"
"13111","12","12","12"
"13112","12","12","12"
"13114","12","12","12"
"13116","12","12","12"
"13129","12","12","12"
"13130","12","12","12"
"13137","12","12","12"
"13139","12","12","12"
"13143","12","12","12"
"13150","12","12","12"
"13152","12","12","12"
"13157","12","12","12"
"13159","12","12","12"
"13161","12","12","12"
"13167","12","12","12"
"13173","12","12","12"
"13174","12","12","12"
"13175","12","12","12"
"13177","12","12","12"
"13178","12","12","12"
"13183","12","12","12"
"13186","12","12","12"
"13191","12","12","12"
"13199","12","12","12"
"13205","12","12","12"
"13209","12","12","12"
"13210","12","12","12"
"13223","12","12","12"
"13233","12","12","12"
"13237","12","12","12"
"13238","12","12","12"
"13239","12","12","12"
"13242","12","12","12"
"13254","12","12","12"
"13259","12","12","12"
"13268","12","12","12"
"13279","12","12","12"
"13290","12","12","12"
"13294","12","12","12"
"13296","12","12","12"
"13300","12","12","12"
"13304","12","12","12"
"13305","12","12","12"
"13307","12","12","12"
"13308","12","12","12"
"13310","12","12","12"
"13311","12","12","12"
"13312","12","12","12"
"13316","12","12","12"
"13318","12","12","12"
"13319","12","12","12"
"13322","12","12","12"
"13324","12","12","12"
"13325","12","12","12"
"13329","12","12","12"
"13333","12","12","12"
"13336","13","13","13"
"13337","13","13","13"
"13339","13","13","13"
"13341","13","13","13"
"13348","13","13","13"
"13350","13","13","13"
"13353","13","13","13"
"13355","13","13","13"
"13358","13","13","13"
"13366","13","13","13"
"13372","13","13","13"
"13376","13","13","13"
"13380","13","13","13"
"13382","13","13","13"
"13389","13","13","13"
"13394","13","13","13"
"13399","13","13","13"
"13400","13","13","13"
"13401","13","13","13"
"13403","13","13","13"
"13406","13","13","13"
"13423","13","13","13"
"13430","13","13","13"
"13453","13","13","13"
"13454","13","13","13"
"13457","13","13","13"
"13460","13","13","13"
"13466","13","13","13"
"13468","13","13","13"
"13470","13","13","13"
"13473","13","13","13"
"13476","13","13","13"
"13478","13","13","13"
"13481","13","13","13"
"13482","13","13","13"
"13489","13","13","13"
"13494","13","13","13"
"13497","13","13","13"
"13499","13","13","13"
"13501","13","13","13"
"13505","13","13","13"
"13512","13","13","13"
"13513","13","13","13"
"13514","13","13","13"
"13515","13","13","13"
"13519","13","13","13"
"13520","13","13","13"
"13523","13","13","13"
"13533","13","13","13"
"13538","13","13","13"
"13540","13","13","13"
"13543","13","13","13"
"13547","13","13","13"
"13548","13","13","13"
"13551","13","13","13"
"13554","13","13","13"
"13563","13","13","13"
"13564","13","13","13"
"13567","13","13","13"
"13569","13","13","13"
"13570","13","13","13"
"13587","13","13","13"
"13591","13","13","13"
"13594","13","13","13"
"13597","13","13","13"
"13598","13","13","13"
"13604","13","13","13"
"13605","13","13","13"
"13607","13","13","13"
"13615","13","13","13"
"13617","13","13","13"
"13618","13","13","13"
"13621","13","13","13"
"13625","13","13","13"
"13627","13","13","13"
"13632","13","13","13"
"13637","13","13","13"
"13648","13","13","13"
"13652","13","13","13"
"13660","13","13","13"
"13662","13","13","13"
"13668","13","13","13"
"13670","13","13","13"
"13693","13","13","13"
"13698","13","13","13"
"13699","13","13","13"
"13709","13","13","13"
"13716","13","13","13"
"13727","13","13","13"
"13728","13","13","13"
"13742","13","13","13"
"13743","13","13","13"
"13747","13","13","13"
"13749","13","13","13"
"13768","13","13","13"
"13776","13","13","13"
"13777","13","13","13"
"13783","13","13","13"
"13801","13","13","13"
"13803","13","13","13"
"13805","13","13","13"
"13813","13","13","13"
"13817","13","13","13"
"13822","13","13","13"
"13823","13","13","13"
"13835","13","13","13"
"13842","13","13","13"
"13843","13","13","13"
"13845","13","13","13"
"13846","13","13","13"
"13849","13","13","13"
"13850","13","13","13"
"13854","13","13","13"
"13856","13","13","13"
"13862","13","13","13"
"13867","13","13","13"
"13882","13","13","13"
"13888","13","13","13"
"13891","13","13","13"
"13901","13","13","13"
"13909","13","13","13"
"13928","13","13","13"
"13933","13","13","13"
"13935","13","13","13"
"13944","13","13","13"
"13948","13","13","13"
"13949","13","13","13"
"13952","13","13","13"
"13958","13","13","13"
"13963","13","13","13"
"13973","13","13","13"
"13975","13","13","13"
"13977","13","13","13"
"13980","13","13","13"
"13985","13","13","13"
"13986","13","13","13"
"13996","13","13","13"
"14000","13","13","13"
"14001","13","13","13"
"14008","13","13","13"
"14009","13","13","13"
"14019","13","13","13"
"14026","13","13","13"
"14029","13","13","13"
"14050","13","13","13"
"14059","13","13","13"
"14066","13","13","13"
"14067","13","13","13"
"14068","13","13","13"
"14079","13","13","13"
"14080","13","13","13"
"14081","13","13","13"
"14083","13","13","13"
"14091","13","13","13"
"14093","13","13","13"
"14094","13","13","13"
"14097","13","13","13"
"14112","13","13","13"
"14113","13","13","13"
"14115","13","13","13"
"14117","13","13","13"
"14120","13","13","13"
"14131","13","13","13"
"14137","13","13","13"
"14138","13","13","13"
"14139","13","13","13"
"14142","13","13","13"
"14144","13","13","13"
"14146","13","13","13"
"14149","13","13","13"
"14153","13","13","13"
"14154","13","13","13"
"14162","13","13","13"
"14170","13","13","13"
"14171","13","13","13"
"14178","13","13","13"
"14182","13","13","13"
"14186","13","13","13"
"14192","13","13","13"
"14195","13","13","13"
"14207","13","13","13"
"14208","13","13","13"
"14214","13","13","13"
"14220","13","13","13"
"14223","13","13","13"
"14228","13","13","13"
"14230","13","13","13"
"14233","13","13","13"
"14247","13","13","13"
"14251","13","13","13"
"14253","13","13","13"
"14254","13","13","13"
"14256","13","13","13"
"14276","13","13","13"
"14277","13","13","13"
"14279","13","13","13"
"14281","13","13","13"
"14282","13","13","13"
"14292","13","13","13"
"14298","13","13","13"
"14299","13","13","13"
"14303","13","13","13"
"14307","13","13","13"
"14319","13","13","13"
"14322","13","13","13"
"14337","13","13","13"
"14338","13","13","13"
"14340","13","13","13"
"14343","13","13","13"
"14344","13","13","13"
"14345","13","13","13"
"14349","13","13","13"
"14359","13","13","13"
"14360","13","13","13"
"14367","13","13","13"
"14378","13","13","13"
"14380","13","13","13"
"14383","13","13","13"
"14390","13","13","13"
"14392","13","13","13"
"14419","13","13","13"
"14423","13","13","13"
"14437","13","13","13"
"14440","13","13","13"
"14443","13","13","13"
"14449","13","13","13"
"14452","13","13","13"
"14457","13","13","13"
"14458","13","13","13"
"14462","13","13","13"
"14472","13","13","13"
"14479","13","13","13"
"14482","13","13","13"
"14483","13","13","13"
"14484","13","13","13"
"14485","13","13","13"
"14486","13","13","13"
"14495","13","13","13"
"14508","13","13","13"
"14510","13","13","13"
"14512","13","13","13"
"14513","13","13","13"
"14516","13","13","13"
"14518","13","13","13"
"14528","13","13","13"
"14530","13","13","13"
"14540","13","13","13"
"14553","13","13","13"
"14563","13","13","13"
"14567","13","13","13"
"14568","13","13","13"
"14571","13","13","13"
"14576","13","13","13"
"14581","13","13","13"
"14590","13","13","13"
"14594","13","13","13"
"14607","13","13","13"
"14611","13","13","13"
"14612","13","13","13"
"14613","13","13","13"
"14616","13","13","13"
"14627","13","13","13"
"14630","13","13","13"
"14631","13","13","13"
"14635","13","13","13"
"14639","13","13","13"
"14641","13","13","13"
"14647","13","13","13"
"14653","13","13","13"
"14654","13","13","13"
"14655","13","13","13"
"14656","13","13","13"
"14664","13","13","13"
"14666","13","13","13"
"14668","13","13","13"
"14672","13","13","13"
"14673","13","13","13"
"14678","13","13","13"
"14688","13","13","13"
"14690","13","13","13"
"14693","13","13","13"
"14698","13","13","13"
"14709","13","13","13"
"14710","13","13","13"
"14711","13","13","13"
"14716","13","13","13"
"14718","13","13","13"
"14719","13","13","13"
"14724","13","13","13"
"14725","13","13","13"
"14734","13","13","13"
"14737","13","13","13"
"14738","13","13","13"
"14747","13","13","13"
"14748","13","13","13"
"14750","13","13","13"
"14753","13","13","13"
"14754","13","13","13"
"14757","13","13","13"
"14758","13","13","13"
"14763","13","13","13"
"14772","13","13","13"
"14779","13","13","13"
"14783","13","13","13"
"14785","13","13","13"
"14788","13","13","13"
"14793","13","13","13"
"14798","13","13","13"
"14799","13","13","13"
"14801","13","13","13"
"14805","13","13","13"
"14806","13","13","13"
"14826","13","13","13"
"14831","13","13","13"
"14850","13","13","13"
"14862","13","13","13"
"14864","13","13","13"
"14870","13","13","13"
"14875","13","13","13"
"14876","13","13","13"
"14877","13","13","13"
"14879","13","13","13"
"14885","13","13","13"
"14887","13","13","13"
"14889","13","13","13"
"14895","13","13","13"
"14900","13","13","13"
"14903","13","13","13"
"14906","13","13","13"
"14907","13","13","13"
"14908","13","13","13"
"14910","13","13","13"
"14912","13","13","13"
"14917","13","13","13"
"14925","13","13","13"
"14929","13","13","13"
"14932","13","13","13"
"14935","13","13","13"
"14940","13","13","13"
"14955","13","13","13"
"14956","13","13","13"
"14960","13","13","13"
"14968","13","13","13"
"14978","13","13","13"
"14981","13","13","13"
"14983","13","13","13"
"14985","13","13","13"
"14989","13","13","13"
"15003","13","13","13"
"15004","13","13","13"
"15008","13","13","13"
"15012","13","13","13"
"15014","13","13","13"
"15017","13","13","13"
"15021","13","13","13"
"15033","13","13","13"
"15034","13","13","13"
"15037","13","13","13"
"15042","13","13","13"
"15044","13","13","13"
"15048","13","13","13"
"15055","13","13","13"
"15064","13","13","13"
"15077","13","13","13"
"15078","13","13","13"
"15084","13","13","13"
"15086","13","13","13"
"15088","13","13","13"
"15089","13","13","13"
"15092","13","13","13"
"15099","13","13","13"
"15100","13","13","13"
"15108","13","13","13"
"15111","13","13","13"
"15114","13","13","13"
"15124","13","13","13"
"15132","13","13","13"
"15140","13","13","13"
"15150","13","13","13"
"15151","13","13","13"
"15154","13","13","13"
"15157","13","13","13"
"15158","13","13","13"
"15159","13","13","13"
"15165","13","13","13"
"15177","13","13","13"
"15179","13","13","13"
"15182","13","13","13"
"15183","13","13","13"
"15186","13","13","13"
"15187","13","13","13"
"15198","13","13","13"
"15219","13","13","13"
"15223","13","13","13"
"15226","13","13","13"
"15227","13","13","13"
"15228","13","13","13"
"15230","13","13","13"
"15234","13","13","13"
"15235","13","13","13"
"15236","13","13","13"
"15240","13","13","13"
"15241","13","13","13"
"15243","13","13","13"
"15245","13","13","13"
"15249","13","13","13"
"15261","13","13","13"
"15283","13","13","13"
"15285","13","13","13"
"15290","13","13","13"
"15294","13","13","13"
"15303","13","13","13"
"15307","13","13","13"
"15308","13","13","13"
"15310","13","13","13"
"15314","13","13","13"
"15323","13","13","13"
"15330","13","13","13"
"15336","13","13","13"
"15347","13","13","13"
"15350","13","13","13"
"15354","13","13","13"
"15363","13","13","13"
"15367","13","13","13"
"15386","13","13","13"
"15390","13","13","13"
"15405","13","13","13"
"15410","13","13","13"
"15417","13","13","13"
"15422","13","13","13"
"15424","13","13","13"
"15435","13","13","13"
"15442","13","13","13"
"15444","13","13","13"
"15445","13","13","13"
"15447","13","13","13"
"15449","13","13","13"
"15451","13","13","13"
"15455","13","13","13"
"15460","13","13","13"
"15465","13","13","13"
"15468","13","13","13"
"15469","13","13","13"
"15470","13","13","13"
"15472","13","13","13"
"15475","13","13","13"
"15476","13","13","13"
"15477","13","13","13"
"15482","13","13","13"
"15491","13","13","13"
"15492","13","13","13"
"15498","13","13","13"
"15505","13","13","13"
"15507","13","13","13"
"15513","13","13","13"
"15517","13","13","13"
"15536","13","13","13"
"15546","13","13","13"
"15550","13","13","13"
"15553","13","13","13"
"15559","13","13","13"
"15567","13","13","13"
"15568","13","13","13"
"15571","13","13","13"
"15574","13","13","13"
"15582","13","13","13"
"15584","13","13","13"
"15594","13","13","13"
"15595","13","13","13"
"15606","13","13","13"
"15607","13","13","13"
"15613","13","13","13"
"15620","13","13","13"
"15631","13","13","13"
"15639","13","13","13"
"15641","13","13","13"
"15644","13","13","13"
"15646","13","13","13"
"15656","13","13","13"
"15662","13","13","13"
"15663","13","13","13"
"15667","13","13","13"
"15674","13","13","13"
"15682","13","13","13"
"15684","13","13","13"
"15685","13","13","13"
"15687","13","13","13"
"15688","13","13","13"
"15692","13","13","13"
"15693","13","13","13"
"15700","13","13","13"
"15701","13","13","13"
"15707","13","13","13"
"15711","13","13","13"
"15712","13","13","13"
"15713","13","13","13"
"15714","13","13","13"
"15716","13","13","13"
"15717","13","13","13"
"15736","13","13","13"
"15741","13","13","13"
"15747","13","13","13"
"15748","13","13","13"
"15749","13","13","13"
"15750","13","13","13"
"15761","13","13","13"
"15764","13","13","13"
"15774","13","13","13"
"15777","13","13","13"
"15788","13","13","13"
"15789","13","13","13"
"15801","13","13","13"
"15803","13","13","13"
"15805","13","13","13"
"15806","13","13","13"
"15808","13","13","13"
"15816","13","13","13"
"15817","13","13","13"
"15819","13","13","13"
"15827","13","13","13"
"15829","13","13","13"
"15832","13","13","13"
"15838","13","13","13"
"15845","13","13","13"
"15846","13","13","13"
"15849","13","13","13"
"15857","13","13","13"
"15861","13","13","13"
"15868","13","13","13"
"15879","13","13","13"
"15889","13","13","13"
"15890","13","13","13"
"15891","13","13","13"
"15898","13","13","13"
"15899","13","13","13"
"15900","13","13","13"
"15901","13","13","13"
"15904","13","13","13"
"15912","13","13","13"
"15913","13","13","13"
"15917","13","13","13"
"15919","13","13","13"
"15923","13","13","13"
"15924","13","13","13"
"15926","13","13","13"
"15927","13","13","13"
"15928","13","13","13"
"15942","13","13","13"
"15953","13","13","13"
"15955","13","13","13"
"15956","13","13","13"
"15957","13","13","13"
"15961","13","13","13"
"15966","13","13","13"
"15976","13","13","13"
"15987","13","13","13"
"15992","13","13","13"
"15997","13","13","13"
"16000","13","13","13"
"16001","13","13","13"
"16012","13","13","13"
"16020","13","13","13"
"16023","13","13","13"
"16032","13","13","13"
"16036","13","13","13"
"16044","13","13","13"
"16052","13","13","13"
"16053","13","13","13"
"16056","13","13","13"
"16059","13","13","13"
"16071","13","13","13"
"16074","13","13","13"
"16076","13","13","13"
"16078","13","13","13"
"16079","13","13","13"
"16087","13","13","13"
"16089","13","13","13"
"16092","13","13","13"
"16093","13","13","13"
"16096","13","13","13"
"16101","13","13","13"
"16104","13","13","13"
"16118","13","13","13"
"16136","13","13","13"
"16138","13","13","13"
"16143","13","13","13"
"16146","13","13","13"
"16148","13","13","13"
"16149","13","13","13"
"16155","13","13","13"
"16164","13","13","13"
"16165","13","13","13"
"16182","13","13","13"
"16184","13","13","13"
"16190","13","13","13"
"16194","13","13","13"
"16195","13","13","13"
"16198","13","13","13"
"16200","13","13","13"
"16203","13","13","13"
"16204","13","13","13"
"16206","13","13","13"
"16208","13","13","13"
"16215","13","13","13"
"16216","13","13","13"
"16224","13","13","13"
"16226","13","13","13"
"16230","13","13","13"
"16239","13","13","13"
"16241","13","13","13"
"16243","13","13","13"
"16250","13","13","13"
"16255","13","13","13"
"16261","13","13","13"
"16266","13","13","13"
"16269","13","13","13"
"16273","13","13","13"
"16274","13","13","13"
"16279","13","13","13"
"16281","13","13","13"
"16283","13","13","13"
"16285","13","13","13"
"16288","13","13","13"
"16291","13","13","13"
"16295","13","13","13"
"16299","13","13","13"
"16300","13","13","13"
"16307","13","13","13"
"16309","13","13","13"
"16313","13","13","13"
"16315","13","13","13"
"16317","13","13","13"
"16319","13","13","13"
"16320","13","13","13"
"16330","13","13","13"
"16334","13","13","13"
"16337","13","13","13"
"16340","13","13","13"
"16342","13","13","13"
"16343","13","13","13"
"16349","13","13","13"
"16351","13","13","13"
"16353","13","13","13"
"16358","13","13","13"
"16363","13","13","13"
"16370","13","13","13"
"16382","13","13","13"
"16390","13","13","13"
"16396","13","13","13"
"16400","13","13","13"
"16411","13","13","13"
"16412","13","13","13"
"16425","13","13","13"
"16431","13","13","13"
"16435","13","13","13"
"16453","13","13","13"
"16458","13","13","13"
"16462","13","13","13"
"16467","13","13","13"
"16470","13","13","13"
"16474","13","13","13"
"16484","13","13","13"
"16486","13","13","13"
"16488","13","13","13"
"16489","13","13","13"
"16490","13","13","13"
"16491","13","13","13"
"16492","13","13","13"
"16498","13","13","13"
"16502","13","13","13"
"16503","13","13","13"
"16506","13","13","13"
"16517","13","13","13"
"16519","13","13","13"
"16523","13","13","13"
"16528","13","13","13"
"16530","13","13","13"
"16531","13","13","13"
"16535","13","13","13"
"16541","13","13","13"
"16542","13","13","13"
"16545","13","13","13"
"16555","13","13","13"
"16557","13","13","13"
"16572","13","13","13"
"16582","13","13","13"
"16583","13","13","13"
"16586","13","13","13"
"16587","13","13","13"
"16588","13","13","13"
"16595","13","13","13"
"16597","13","13","13"
"16613","13","13","13"
"16614","13","13","13"
"16616","13","13","13"
"16617","13","13","13"
"16618","13","13","13"
"16622","13","13","13"
"16624","13","13","13"
"16626","13","13","13"
"16629","13","13","13"
"16631","13","13","13"
"16635","13","13","13"
"16637","13","13","13"
"16640","13","13","13"
"16642","13","13","13"
"16649","13","13","13"
"16650","13","13","13"
"16655","13","13","13"
"16656","13","13","13"
"16657","13","13","13"
"16660","13","13","13"
"16671","13","13","13"
"16673","13","13","13"
"16686","13","13","13"
"16687","13","13","13"
"16692","13","13","13"
"16694","13","13","13"
"16696","13","13","13"
"16706","13","13","13"
"16719","13","13","13"
"16722","13","13","13"
"16725","13","13","13"
"16726","13","13","13"
"16732","13","13","13"
"16735","13","13","13"
"16737","13","13","13"
"16740","13","13","13"
"16746","13","13","13"
"16748","13","13","13"
"16753","13","13","13"
"16759","13","13","13"
"16760","13","13","13"
"16763","13","13","13"
"16765","13","13","13"
"16768","13","13","13"
"16781","13","13","13"
"16784","13","13","13"
"16786","13","13","13"
"16787","13","13","13"
"16793","13","13","13"
"16795","13","13","13"
"16796","13","13","13"
"16799","13","13","13"
"16802","13","13","13"
"16805","13","13","13"
"16815","13","13","13"
"16817","13","13","13"
"16819","13","13","13"
"16820","13","13","13"
"16821","13","13","13"
"16823","13","13","13"
"16824","13","13","13"
"16826","13","13","13"
"16833","13","13","13"
"16837","13","13","13"
"16848","13","13","13"
"16854","13","13","13"
"16859","13","13","13"
"16861","13","13","13"
"16862","13","13","13"
"16867","13","13","13"
"16877","13","13","13"
"16878","13","13","13"
"16881","13","13","13"
"16883","13","13","13"
"16885","13","13","13"
"16893","13","13","13"
"16894","13","13","13"
"16900","13","13","13"
"16902","13","13","13"
"16905","13","13","13"
"16909","13","13","13"
"16914","13","13","13"
"16917","13","13","13"
"16919","13","13","13"
"16924","13","13","13"
"16928","13","13","13"
"16932","13","13","13"
"16936","13","13","13"
"16941","13","13","13"
"16945","13","13","13"
"16952","13","13","13"
"16955","13","13","13"
"16971","13","13","13"
"16973","13","13","13"
"16981","13","13","13"
"16982","13","13","13"
"16983","13","13","13"
"16991","13","13","13"
"16994","13","13","13"
"17007","13","13","13"
"17014","13","13","13"
"17026","13","13","13"
"17031","13","13","13"
"17034","13","13","13"
"17038","13","13","13"
"17042","13","13","13"
"17063","13","13","13"
"17064","13","13","13"
"17065","13","13","13"
"17068","13","13","13"
"17078","13","13","13"
"17083","13","13","13"
"17084","13","13","13"
"17086","13","13","13"
"17102","13","13","13"
"17104","13","13","13"
"17112","13","13","13"
"17113","13","13","13"
"17114","13","13","13"
"17133","13","13","13"
"17140","13","13","13"
"17143","13","13","13"
"17160","13","13","13"
"17161","13","13","13"
"17163","13","13","13"
"17169","13","13","13"
"17179","13","13","13"
"17192","13","13","13"
"17193","13","13","13"
"17199","13","13","13"
"17206","13","13","13"
"17207","13","13","13"
"17224","13","13","13"
"17226","13","13","13"
"17229","13","13","13"
"17230","13","13","13"
"17236","13","13","13"
"17246","13","13","13"
"17248","13","13","13"
"17249","13","13","13"
"17257","13","13","13"
"17258","13","13","13"
"17260","13","13","13"
"17268","13","13","13"
"17286","13","13","13"
"17292","13","13","13"
"17299","13","13","13"
"17307","13","13","13"
"17313","13","13","13"
"17317","13","13","13"
"17320","13","13","13"
"17323","13","13","13"
"17324","13","13","13"
"17329","13","13","13"
"17332","13","13","13"
"17337","13","13","13"
"17345","13","13","13"
"17346","13","13","13"
"17349","13","13","13"
"17354","13","13","13"
"17357","13","13","13"
"17358","13","13","13"
"17361","13","13","13"
"17364","13","13","13"
"17369","13","13","13"
"17370","13","13","13"
"17373","13","13","13"
"17377","13","13","13"
"17382","13","13","13"
"17384","13","13","13"
"17387","13","13","13"
"17390","13","13","13"
"17393","13","13","13"
"17400","13","13","13"
"17404","13","13","13"
"17406","13","13","13"
"17409","13","13","13"
"17411","13","13","13"
"17418","13","13","13"
"17431","13","13","13"
"17444","13","13","13"
"17445","13","13","13"
"17449","13","13","13"
"17451","13","13","13"
"17459","13","13","13"
"17462","13","13","13"
"17467","13","13","13"
"17475","13","13","13"
"17483","13","13","13"
"17485","13","13","13"
"17489","13","13","13"
"17490","13","13","13"
"17500","13","13","13"
"17515","13","13","13"
"17518","13","13","13"
"17522","13","13","13"
"17523","13","13","13"
"17528","13","13","13"
"17536","13","13","13"
"17541","13","13","13"
"17544","13","13","13"
"17546","13","13","13"
"17549","13","13","13"
"17553","13","13","13"
"17554","13","13","13"
"17566","13","13","13"
"17568","13","13","13"
"17571","13","13","13"
"17572","13","13","13"
"17582","13","13","13"
"17584","13","13","13"
"17587","13","13","13"
"17595","13","13","13"
"17600","13","13","13"
