"Step","stage2-uvit-20260526-011258 - train/epoch_loss","stage2-uvit-20260526-011258 - train/epoch_loss__MIN","stage2-uvit-20260526-011258 - train/epoch_loss__MAX"
"6667","0.11809340592356964","0.11809340592356964","0.11809340592356964"
"13334","0.11746016968289191","0.11746016968289191","0.11746016968289191"
"20001","0.11754609321222968","0.11754609321222968","0.11754609321222968"
"26668","0.1166149181064743","0.1166149181064743","0.1166149181064743"
"33335","0.11550286200802169","0.11550286200802169","0.11550286200802169"
"40002","0.11445764352535225","0.11445764352535225","0.11445764352535225"
