"Step","stage2-uvit-20260526-011258 - train/loss","stage2-uvit-20260526-011258 - train/loss__MIN","stage2-uvit-20260526-011258 - train/loss__MAX"
"172","0.1616005301475525","0.1616005301475525","0.1616005301475525"
"174","0.10033361613750458","0.10033361613750458","0.10033361613750458"
"175","0.16947096586227417","0.16947096586227417","0.16947096586227417"
"176","0.11846412718296051","0.11846412718296051","0.11846412718296051"
"185","0.12259156256914139","0.12259156256914139","0.12259156256914139"
"193","0.13451841473579407","0.13451841473579407","0.13451841473579407"
"195","0.13668739795684814","0.13668739795684814","0.13668739795684814"
"212","0.07979211211204529","0.07979211211204529","0.07979211211204529"
"222","0.12911391258239746","0.12911391258239746","0.12911391258239746"
"225","0.10358764976263046","0.10358764976263046","0.10358764976263046"
"230","0.1206221655011177","0.1206221655011177","0.1206221655011177"
"231","0.16123080253601074","0.16123080253601074","0.16123080253601074"
"236","0.09731443226337433","0.09731443226337433","0.09731443226337433"
"245","0.05679181590676308","0.05679181590676308","0.05679181590676308"
"247","0.13348723948001862","0.13348723948001862","0.13348723948001862"
"248","0.12172520160675049","0.12172520160675049","0.12172520160675049"
"250","0.15054167807102203","0.15054167807102203","0.15054167807102203"
"259","0.1368211954832077","0.1368211954832077","0.1368211954832077"
"266","0.14097653329372406","0.14097653329372406","0.14097653329372406"
"270","0.1326586902141571","0.1326586902141571","0.1326586902141571"
"274","0.11378857493400574","0.11378857493400574","0.11378857493400574"
"277","0.07582320272922516","0.07582320272922516","0.07582320272922516"
"278","0.07293443381786346","0.07293443381786346","0.07293443381786346"
"281","0.15198031067848206","0.15198031067848206","0.15198031067848206"
"284","0.09989158809185028","0.09989158809185028","0.09989158809185028"
"290","0.15857937932014465","0.15857937932014465","0.15857937932014465"
"292","0.1206086128950119","0.1206086128950119","0.1206086128950119"
"295","0.1577105075120926","0.1577105075120926","0.1577105075120926"
"301","0.0701826810836792","0.0701826810836792","0.0701826810836792"
"303","0.11021383106708527","0.11021383106708527","0.11021383106708527"
"304","0.16842587292194366","0.16842587292194366","0.16842587292194366"
"305","0.16214324533939362","0.16214324533939362","0.16214324533939362"
"309","0.09820437431335449","0.09820437431335449","0.09820437431335449"
"314","0.131464883685112","0.131464883685112","0.131464883685112"
"317","0.09958513081073761","0.09958513081073761","0.09958513081073761"
"318","0.10554733872413635","0.10554733872413635","0.10554733872413635"
"332","0.11679743230342865","0.11679743230342865","0.11679743230342865"
"337","0.13250800967216492","0.13250800967216492","0.13250800967216492"
"353","0.061591923236846924","0.061591923236846924","0.061591923236846924"
"361","0.17700618505477905","0.17700618505477905","0.17700618505477905"
"365","0.12809644639492035","0.12809644639492035","0.12809644639492035"
"368","0.12935319542884827","0.12935319542884827","0.12935319542884827"
"372","0.13188867270946503","0.13188867270946503","0.13188867270946503"
"378","0.13516756892204285","0.13516756892204285","0.13516756892204285"
"382","0.12946446239948273","0.12946446239948273","0.12946446239948273"
"389","0.06226806715130806","0.06226806715130806","0.06226806715130806"
"392","0.09945521503686905","0.09945521503686905","0.09945521503686905"
"397","0.12420796602964401","0.12420796602964401","0.12420796602964401"
"405","0.10939119011163712","0.10939119011163712","0.10939119011163712"
"414","0.09535785019397736","0.09535785019397736","0.09535785019397736"
"425","0.13124941289424896","0.13124941289424896","0.13124941289424896"
"430","0.13481006026268005","0.13481006026268005","0.13481006026268005"
"435","0.13393455743789673","0.13393455743789673","0.13393455743789673"
"441","0.12158922851085663","0.12158922851085663","0.12158922851085663"
"447","0.12828053534030914","0.12828053534030914","0.12828053534030914"
"455","0.1275409609079361","0.1275409609079361","0.1275409609079361"
"458","0.10751308500766754","0.10751308500766754","0.10751308500766754"
"460","0.11426718533039093","0.11426718533039093","0.11426718533039093"
"461","0.20163536071777344","0.20163536071777344","0.20163536071777344"
"463","0.20723873376846313","0.20723873376846313","0.20723873376846313"
"465","0.10995802283287048","0.10995802283287048","0.10995802283287048"
"468","0.06598678231239319","0.06598678231239319","0.06598678231239319"
"472","0.10622187703847885","0.10622187703847885","0.10622187703847885"
"475","0.12134385854005814","0.12134385854005814","0.12134385854005814"
"477","0.1391434520483017","0.1391434520483017","0.1391434520483017"
"482","0.1016455739736557","0.1016455739736557","0.1016455739736557"
"483","0.11968660354614258","0.11968660354614258","0.11968660354614258"
"490","0.1222568079829216","0.1222568079829216","0.1222568079829216"
"497","0.14463865756988525","0.14463865756988525","0.14463865756988525"
"503","0.1390075832605362","0.1390075832605362","0.1390075832605362"
"506","0.09959092736244202","0.09959092736244202","0.09959092736244202"
"511","0.12231484800577164","0.12231484800577164","0.12231484800577164"
"515","0.13558822870254517","0.13558822870254517","0.13558822870254517"
"517","0.15352603793144226","0.15352603793144226","0.15352603793144226"
"519","0.13992935419082642","0.13992935419082642","0.13992935419082642"
"526","0.08243957161903381","0.08243957161903381","0.08243957161903381"
"527","0.10016345977783203","0.10016345977783203","0.10016345977783203"
"532","0.09899991005659103","0.09899991005659103","0.09899991005659103"
"534","0.0903807282447815","0.0903807282447815","0.0903807282447815"
"542","0.10356882214546204","0.10356882214546204","0.10356882214546204"
"545","0.16717183589935303","0.16717183589935303","0.16717183589935303"
"549","0.1761879026889801","0.1761879026889801","0.1761879026889801"
"550","0.1301591396331787","0.1301591396331787","0.1301591396331787"
"552","0.12625640630722046","0.12625640630722046","0.12625640630722046"
"568","0.19041025638580322","0.19041025638580322","0.19041025638580322"
"575","0.15956124663352966","0.15956124663352966","0.15956124663352966"
"578","0.08755671977996826","0.08755671977996826","0.08755671977996826"
"582","0.11943267285823822","0.11943267285823822","0.11943267285823822"
"583","0.10448753088712692","0.10448753088712692","0.10448753088712692"
"585","0.1568792164325714","0.1568792164325714","0.1568792164325714"
"586","0.10937409847974777","0.10937409847974777","0.10937409847974777"
"589","0.07521238923072815","0.07521238923072815","0.07521238923072815"
"591","0.10968534648418427","0.10968534648418427","0.10968534648418427"
"595","0.169458270072937","0.169458270072937","0.169458270072937"
"597","0.15377135574817657","0.15377135574817657","0.15377135574817657"
"606","0.0991981029510498","0.0991981029510498","0.0991981029510498"
"613","0.13147729635238647","0.13147729635238647","0.13147729635238647"
"614","0.17374445497989655","0.17374445497989655","0.17374445497989655"
"635","0.11696569621562958","0.11696569621562958","0.11696569621562958"
"644","0.1310478150844574","0.1310478150844574","0.1310478150844574"
"646","0.10807687044143677","0.10807687044143677","0.10807687044143677"
"647","0.1078854352235794","0.1078854352235794","0.1078854352235794"
"648","0.11420111358165741","0.11420111358165741","0.11420111358165741"
"649","0.1708124577999115","0.1708124577999115","0.1708124577999115"
"651","0.10447432100772858","0.10447432100772858","0.10447432100772858"
"652","0.09984120726585388","0.09984120726585388","0.09984120726585388"
"653","0.12584710121154785","0.12584710121154785","0.12584710121154785"
"663","0.19168882071971893","0.19168882071971893","0.19168882071971893"
"676","0.10597306489944458","0.10597306489944458","0.10597306489944458"
"686","0.08952856063842773","0.08952856063842773","0.08952856063842773"
"702","0.09627223759889603","0.09627223759889603","0.09627223759889603"
"703","0.10994625091552734","0.10994625091552734","0.10994625091552734"
"715","0.1440521627664566","0.1440521627664566","0.1440521627664566"
"722","0.12015891075134277","0.12015891075134277","0.12015891075134277"
"724","0.13254530727863312","0.13254530727863312","0.13254530727863312"
"726","0.17781463265419006","0.17781463265419006","0.17781463265419006"
"731","0.08564088493585587","0.08564088493585587","0.08564088493585587"
"752","0.09452740848064423","0.09452740848064423","0.09452740848064423"
"755","0.13734599947929382","0.13734599947929382","0.13734599947929382"
"761","0.11986099183559418","0.11986099183559418","0.11986099183559418"
"763","0.11926274001598358","0.11926274001598358","0.11926274001598358"
"774","0.13905282318592072","0.13905282318592072","0.13905282318592072"
"776","0.1351233422756195","0.1351233422756195","0.1351233422756195"
"789","0.13361719250679016","0.13361719250679016","0.13361719250679016"
"802","0.06448197364807129","0.06448197364807129","0.06448197364807129"
"805","0.1388445943593979","0.1388445943593979","0.1388445943593979"
"807","0.13460662961006165","0.13460662961006165","0.13460662961006165"
"813","0.09721710532903671","0.09721710532903671","0.09721710532903671"
"827","0.07402695715427399","0.07402695715427399","0.07402695715427399"
"838","0.13282592594623566","0.13282592594623566","0.13282592594623566"
"839","0.10822339355945587","0.10822339355945587","0.10822339355945587"
"840","0.16030609607696533","0.16030609607696533","0.16030609607696533"
"855","0.04245780408382416","0.04245780408382416","0.04245780408382416"
"864","0.1331714242696762","0.1331714242696762","0.1331714242696762"
"876","0.16153615713119507","0.16153615713119507","0.16153615713119507"
"878","0.12711918354034424","0.12711918354034424","0.12711918354034424"
"879","0.145635187625885","0.145635187625885","0.145635187625885"
"882","0.09230873733758926","0.09230873733758926","0.09230873733758926"
"883","0.1780044436454773","0.1780044436454773","0.1780044436454773"
"885","0.18422135710716248","0.18422135710716248","0.18422135710716248"
"886","0.047557003796100616","0.047557003796100616","0.047557003796100616"
"892","0.13795801997184753","0.13795801997184753","0.13795801997184753"
"896","0.08849361538887024","0.08849361538887024","0.08849361538887024"
"904","0.09845016896724701","0.09845016896724701","0.09845016896724701"
"914","0.17329947650432587","0.17329947650432587","0.17329947650432587"
"920","0.17999893426895142","0.17999893426895142","0.17999893426895142"
"921","0.0808601826429367","0.0808601826429367","0.0808601826429367"
"922","0.21626317501068115","0.21626317501068115","0.21626317501068115"
"926","0.15105056762695312","0.15105056762695312","0.15105056762695312"
"939","0.08517749607563019","0.08517749607563019","0.08517749607563019"
"940","0.14841651916503906","0.14841651916503906","0.14841651916503906"
"946","0.10646437108516693","0.10646437108516693","0.10646437108516693"
"948","0.13235996663570404","0.13235996663570404","0.13235996663570404"
"949","0.10973793268203735","0.10973793268203735","0.10973793268203735"
"950","0.08060114830732346","0.08060114830732346","0.08060114830732346"
"955","0.0934981256723404","0.0934981256723404","0.0934981256723404"
"962","0.1621217429637909","0.1621217429637909","0.1621217429637909"
"963","0.15975254774093628","0.15975254774093628","0.15975254774093628"
"965","0.10957631468772888","0.10957631468772888","0.10957631468772888"
"972","0.13742198050022125","0.13742198050022125","0.13742198050022125"
"976","0.15614846348762512","0.15614846348762512","0.15614846348762512"
"991","0.18847748637199402","0.18847748637199402","0.18847748637199402"
"997","0.08455604314804077","0.08455604314804077","0.08455604314804077"
"998","0.08158306777477264","0.08158306777477264","0.08158306777477264"
"1001","0.14379194378852844","0.14379194378852844","0.14379194378852844"
"1003","0.11598461866378784","0.11598461866378784","0.11598461866378784"
"1008","0.13531085848808289","0.13531085848808289","0.13531085848808289"
"1011","0.12441360950469971","0.12441360950469971","0.12441360950469971"
"1015","0.14282086491584778","0.14282086491584778","0.14282086491584778"
"1019","0.16154342889785767","0.16154342889785767","0.16154342889785767"
"1020","0.11205447465181351","0.11205447465181351","0.11205447465181351"
"1021","0.09230825304985046","0.09230825304985046","0.09230825304985046"
"1026","0.11320558190345764","0.11320558190345764","0.11320558190345764"
"1027","0.16999179124832153","0.16999179124832153","0.16999179124832153"
"1041","0.13599999248981476","0.13599999248981476","0.13599999248981476"
"1043","0.16153202950954437","0.16153202950954437","0.16153202950954437"
"1050","0.13945510983467102","0.13945510983467102","0.13945510983467102"
"1054","0.1674279272556305","0.1674279272556305","0.1674279272556305"
"1063","0.08198872208595276","0.08198872208595276","0.08198872208595276"
"1065","0.1444910168647766","0.1444910168647766","0.1444910168647766"
"1067","0.11645624041557312","0.11645624041557312","0.11645624041557312"
"1071","0.13016895949840546","0.13016895949840546","0.13016895949840546"
"1074","0.12338588386774063","0.12338588386774063","0.12338588386774063"
"1075","0.16933175921440125","0.16933175921440125","0.16933175921440125"
"1079","0.14027836918830872","0.14027836918830872","0.14027836918830872"
"1082","0.12017899751663208","0.12017899751663208","0.12017899751663208"
"1085","0.11155690252780914","0.11155690252780914","0.11155690252780914"
"1088","0.12498950958251953","0.12498950958251953","0.12498950958251953"
"1104","0.14376695454120636","0.14376695454120636","0.14376695454120636"
"1113","0.09268748760223389","0.09268748760223389","0.09268748760223389"
"1121","0.13980795443058014","0.13980795443058014","0.13980795443058014"
"1128","0.047705065459012985","0.047705065459012985","0.047705065459012985"
"1129","0.10864611715078354","0.10864611715078354","0.10864611715078354"
"1131","0.20639461278915405","0.20639461278915405","0.20639461278915405"
"1132","0.15524771809577942","0.15524771809577942","0.15524771809577942"
"1133","0.1070556491613388","0.1070556491613388","0.1070556491613388"
"1136","0.07729418575763702","0.07729418575763702","0.07729418575763702"
"1137","0.12982192635536194","0.12982192635536194","0.12982192635536194"
"1138","0.12962201237678528","0.12962201237678528","0.12962201237678528"
"1143","0.11938168108463287","0.11938168108463287","0.11938168108463287"
"1159","0.06625239551067352","0.06625239551067352","0.06625239551067352"
"1164","0.09240630269050598","0.09240630269050598","0.09240630269050598"
"1165","0.0910574346780777","0.0910574346780777","0.0910574346780777"
"1168","0.14316034317016602","0.14316034317016602","0.14316034317016602"
"1183","0.14020177721977234","0.14020177721977234","0.14020177721977234"
"1187","0.15440776944160461","0.15440776944160461","0.15440776944160461"
"1212","0.12860247492790222","0.12860247492790222","0.12860247492790222"
"1213","0.10258406400680542","0.10258406400680542","0.10258406400680542"
"1217","0.11412332952022552","0.11412332952022552","0.11412332952022552"
"1223","0.13398894667625427","0.13398894667625427","0.13398894667625427"
"1225","0.1103934571146965","0.1103934571146965","0.1103934571146965"
"1229","0.13863885402679443","0.13863885402679443","0.13863885402679443"
"1230","0.08596327155828476","0.08596327155828476","0.08596327155828476"
"1233","0.060644421726465225","0.060644421726465225","0.060644421726465225"
"1234","0.10266643762588501","0.10266643762588501","0.10266643762588501"
"1235","0.12399816513061523","0.12399816513061523","0.12399816513061523"
"1239","0.1602877974510193","0.1602877974510193","0.1602877974510193"
"1247","0.08247071504592896","0.08247071504592896","0.08247071504592896"
"1248","0.0708196610212326","0.0708196610212326","0.0708196610212326"
"1252","0.12813927233219147","0.12813927233219147","0.12813927233219147"
"1253","0.12262855470180511","0.12262855470180511","0.12262855470180511"
"1262","0.1451834738254547","0.1451834738254547","0.1451834738254547"
"1263","0.10652095079421997","0.10652095079421997","0.10652095079421997"
"1269","0.07685354351997375","0.07685354351997375","0.07685354351997375"
"1270","0.1217564269900322","0.1217564269900322","0.1217564269900322"
"1272","0.1287945806980133","0.1287945806980133","0.1287945806980133"
"1274","0.2031918615102768","0.2031918615102768","0.2031918615102768"
"1280","0.14711779356002808","0.14711779356002808","0.14711779356002808"
"1281","0.1451977789402008","0.1451977789402008","0.1451977789402008"
"1287","0.09192164242267609","0.09192164242267609","0.09192164242267609"
"1288","0.08982442319393158","0.08982442319393158","0.08982442319393158"
"1295","0.16775386035442352","0.16775386035442352","0.16775386035442352"
"1302","0.07189077138900757","0.07189077138900757","0.07189077138900757"
"1311","0.09956076741218567","0.09956076741218567","0.09956076741218567"
"1312","0.13485440611839294","0.13485440611839294","0.13485440611839294"
"1313","0.19553543627262115","0.19553543627262115","0.19553543627262115"
"1321","0.21347105503082275","0.21347105503082275","0.21347105503082275"
"1323","0.196975439786911","0.196975439786911","0.196975439786911"
"1325","0.11323611438274384","0.11323611438274384","0.11323611438274384"
"1326","0.1427675485610962","0.1427675485610962","0.1427675485610962"
"1327","0.06233302503824234","0.06233302503824234","0.06233302503824234"
"1328","0.13678772747516632","0.13678772747516632","0.13678772747516632"
"1333","0.12062366306781769","0.12062366306781769","0.12062366306781769"
"1334","0.08735614269971848","0.08735614269971848","0.08735614269971848"
"1347","0.10494258254766464","0.10494258254766464","0.10494258254766464"
"1349","0.12030978500843048","0.12030978500843048","0.12030978500843048"
"1351","0.16806459426879883","0.16806459426879883","0.16806459426879883"
"1352","0.07692242413759232","0.07692242413759232","0.07692242413759232"
"1353","0.06812165677547455","0.06812165677547455","0.06812165677547455"
"1360","0.08441758900880814","0.08441758900880814","0.08441758900880814"
"1361","0.08794618397951126","0.08794618397951126","0.08794618397951126"
"1363","0.1473408043384552","0.1473408043384552","0.1473408043384552"
"1365","0.08068031817674637","0.08068031817674637","0.08068031817674637"
"1367","0.13246268033981323","0.13246268033981323","0.13246268033981323"
"1368","0.08732450753450394","0.08732450753450394","0.08732450753450394"
"1371","0.09358187019824982","0.09358187019824982","0.09358187019824982"
"1374","0.10023274272680283","0.10023274272680283","0.10023274272680283"
"1378","0.10149480402469635","0.10149480402469635","0.10149480402469635"
"1386","0.09739243984222412","0.09739243984222412","0.09739243984222412"
"1387","0.1356312781572342","0.1356312781572342","0.1356312781572342"
"1392","0.11847883462905884","0.11847883462905884","0.11847883462905884"
"1393","0.10274739563465118","0.10274739563465118","0.10274739563465118"
"1395","0.1362937092781067","0.1362937092781067","0.1362937092781067"
"1397","0.11401752382516861","0.11401752382516861","0.11401752382516861"
"1398","0.10138539969921112","0.10138539969921112","0.10138539969921112"
"1399","0.12946416437625885","0.12946416437625885","0.12946416437625885"
"1404","0.15769341588020325","0.15769341588020325","0.15769341588020325"
"1405","0.09607166051864624","0.09607166051864624","0.09607166051864624"
"1407","0.1254892349243164","0.1254892349243164","0.1254892349243164"
"1409","0.07964718341827393","0.07964718341827393","0.07964718341827393"
"1411","0.06396690011024475","0.06396690011024475","0.06396690011024475"
"1425","0.0830608382821083","0.0830608382821083","0.0830608382821083"
"1429","0.06793272495269775","0.06793272495269775","0.06793272495269775"
"1437","0.13048610091209412","0.13048610091209412","0.13048610091209412"
"1447","0.114159494638443","0.114159494638443","0.114159494638443"
"1448","0.13959360122680664","0.13959360122680664","0.13959360122680664"
"1449","0.0950116217136383","0.0950116217136383","0.0950116217136383"
"1450","0.09134593605995178","0.09134593605995178","0.09134593605995178"
"1453","0.12259402126073837","0.12259402126073837","0.12259402126073837"
"1458","0.15084758400917053","0.15084758400917053","0.15084758400917053"
"1459","0.12872764468193054","0.12872764468193054","0.12872764468193054"
"1462","0.12766265869140625","0.12766265869140625","0.12766265869140625"
"1465","0.1000039130449295","0.1000039130449295","0.1000039130449295"
"1466","0.1100521832704544","0.1100521832704544","0.1100521832704544"
"1471","0.2059939205646515","0.2059939205646515","0.2059939205646515"
"1473","0.14747950434684753","0.14747950434684753","0.14747950434684753"
"1475","0.11813174933195114","0.11813174933195114","0.11813174933195114"
"1487","0.15498840808868408","0.15498840808868408","0.15498840808868408"
"1488","0.09149903059005737","0.09149903059005737","0.09149903059005737"
"1491","0.1844509243965149","0.1844509243965149","0.1844509243965149"
"1495","0.12486468255519867","0.12486468255519867","0.12486468255519867"
"1501","0.13251417875289917","0.13251417875289917","0.13251417875289917"
"1502","0.11914195865392685","0.11914195865392685","0.11914195865392685"
"1508","0.10672730207443237","0.10672730207443237","0.10672730207443237"
"1512","0.1700182557106018","0.1700182557106018","0.1700182557106018"
"1513","0.09142988175153732","0.09142988175153732","0.09142988175153732"
"1526","0.20210498571395874","0.20210498571395874","0.20210498571395874"
"1532","0.1069081574678421","0.1069081574678421","0.1069081574678421"
"1538","0.13872626423835754","0.13872626423835754","0.13872626423835754"
"1540","0.09621984511613846","0.09621984511613846","0.09621984511613846"
"1541","0.12950491905212402","0.12950491905212402","0.12950491905212402"
"1542","0.12544532120227814","0.12544532120227814","0.12544532120227814"
"1547","0.12084068357944489","0.12084068357944489","0.12084068357944489"
"1548","0.14948001503944397","0.14948001503944397","0.14948001503944397"
"1551","0.15481692552566528","0.15481692552566528","0.15481692552566528"
"1552","0.10177113115787506","0.10177113115787506","0.10177113115787506"
"1556","0.06675098091363907","0.06675098091363907","0.06675098091363907"
"1559","0.16517753899097443","0.16517753899097443","0.16517753899097443"
"1561","0.0897359848022461","0.0897359848022461","0.0897359848022461"
"1573","0.12447061389684677","0.12447061389684677","0.12447061389684677"
"1575","0.06938936561346054","0.06938936561346054","0.06938936561346054"
"1577","0.08121100068092346","0.08121100068092346","0.08121100068092346"
"1586","0.06176559254527092","0.06176559254527092","0.06176559254527092"
"1589","0.17354042828083038","0.17354042828083038","0.17354042828083038"
"1590","0.15194904804229736","0.15194904804229736","0.15194904804229736"
"1593","0.09554382413625717","0.09554382413625717","0.09554382413625717"
"1599","0.12388771772384644","0.12388771772384644","0.12388771772384644"
"1601","0.06405336409807205","0.06405336409807205","0.06405336409807205"
"1608","0.06867493689060211","0.06867493689060211","0.06867493689060211"
"1614","0.09343919157981873","0.09343919157981873","0.09343919157981873"
"1617","0.10214512050151825","0.10214512050151825","0.10214512050151825"
"1623","0.14448091387748718","0.14448091387748718","0.14448091387748718"
"1628","0.11961623281240463","0.11961623281240463","0.11961623281240463"
"1634","0.14865800738334656","0.14865800738334656","0.14865800738334656"
"1637","0.18294164538383484","0.18294164538383484","0.18294164538383484"
"1644","0.10997627675533295","0.10997627675533295","0.10997627675533295"
"1651","0.1038537546992302","0.1038537546992302","0.1038537546992302"
"1653","0.10416997969150543","0.10416997969150543","0.10416997969150543"
"1658","0.2116614580154419","0.2116614580154419","0.2116614580154419"
"1659","0.10206813365221024","0.10206813365221024","0.10206813365221024"
"1666","0.09672597050666809","0.09672597050666809","0.09672597050666809"
"1674","0.10176220536231995","0.10176220536231995","0.10176220536231995"
"1676","0.06552711129188538","0.06552711129188538","0.06552711129188538"
"1687","0.0878627598285675","0.0878627598285675","0.0878627598285675"
"1691","0.07318480312824249","0.07318480312824249","0.07318480312824249"
"1692","0.08470919728279114","0.08470919728279114","0.08470919728279114"
"1701","0.11587998270988464","0.11587998270988464","0.11587998270988464"
"1703","0.10830280184745789","0.10830280184745789","0.10830280184745789"
"1706","0.13511575758457184","0.13511575758457184","0.13511575758457184"
"1708","0.1488477736711502","0.1488477736711502","0.1488477736711502"
"1710","0.1069793552160263","0.1069793552160263","0.1069793552160263"
"1713","0.1570964902639389","0.1570964902639389","0.1570964902639389"
"1714","0.1684977114200592","0.1684977114200592","0.1684977114200592"
"1715","0.0943472683429718","0.0943472683429718","0.0943472683429718"
"1717","0.11956566572189331","0.11956566572189331","0.11956566572189331"
"1719","0.09655457735061646","0.09655457735061646","0.09655457735061646"
"1721","0.12764713168144226","0.12764713168144226","0.12764713168144226"
"1723","0.1775427907705307","0.1775427907705307","0.1775427907705307"
"1725","0.14980676770210266","0.14980676770210266","0.14980676770210266"
"1726","0.16213937103748322","0.16213937103748322","0.16213937103748322"
"1728","0.16650930047035217","0.16650930047035217","0.16650930047035217"
"1731","0.10231772810220718","0.10231772810220718","0.10231772810220718"
"1733","0.15947601199150085","0.15947601199150085","0.15947601199150085"
"1735","0.08842462301254272","0.08842462301254272","0.08842462301254272"
"1742","0.14872384071350098","0.14872384071350098","0.14872384071350098"
"1753","0.11605368554592133","0.11605368554592133","0.11605368554592133"
"1761","0.13328459858894348","0.13328459858894348","0.13328459858894348"
"1763","0.13662374019622803","0.13662374019622803","0.13662374019622803"
"1769","0.120488241314888","0.120488241314888","0.120488241314888"
"1771","0.14206534624099731","0.14206534624099731","0.14206534624099731"
"1774","0.11885152012109756","0.11885152012109756","0.11885152012109756"
"1781","0.09381654858589172","0.09381654858589172","0.09381654858589172"
"1782","0.15488767623901367","0.15488767623901367","0.15488767623901367"
"1783","0.09401679784059525","0.09401679784059525","0.09401679784059525"
"1793","0.07003289461135864","0.07003289461135864","0.07003289461135864"
"1795","0.1194167509675026","0.1194167509675026","0.1194167509675026"
"1797","0.046764060854911804","0.046764060854911804","0.046764060854911804"
"1799","0.0701998621225357","0.0701998621225357","0.0701998621225357"
"1801","0.13853876292705536","0.13853876292705536","0.13853876292705536"
"1802","0.09451533854007721","0.09451533854007721","0.09451533854007721"
"1804","0.14776557683944702","0.14776557683944702","0.14776557683944702"
"1809","0.15522602200508118","0.15522602200508118","0.15522602200508118"
"1811","0.08970309793949127","0.08970309793949127","0.08970309793949127"
"1815","0.11359655112028122","0.11359655112028122","0.11359655112028122"
"1820","0.07932178676128387","0.07932178676128387","0.07932178676128387"
"1822","0.09688675403594971","0.09688675403594971","0.09688675403594971"
"1823","0.1549244076013565","0.1549244076013565","0.1549244076013565"
"1829","0.09426887333393097","0.09426887333393097","0.09426887333393097"
"1831","0.08535470813512802","0.08535470813512802","0.08535470813512802"
"1833","0.11713294684886932","0.11713294684886932","0.11713294684886932"
"1834","0.09070318937301636","0.09070318937301636","0.09070318937301636"
"1837","0.1349218785762787","0.1349218785762787","0.1349218785762787"
"1841","0.09383490681648254","0.09383490681648254","0.09383490681648254"
"1844","0.10004803538322449","0.10004803538322449","0.10004803538322449"
"1847","0.07963225245475769","0.07963225245475769","0.07963225245475769"
"1860","0.09686607867479324","0.09686607867479324","0.09686607867479324"
"1862","0.09722808748483658","0.09722808748483658","0.09722808748483658"
"1863","0.14417332410812378","0.14417332410812378","0.14417332410812378"
"1868","0.18513646721839905","0.18513646721839905","0.18513646721839905"
"1870","0.09491414576768875","0.09491414576768875","0.09491414576768875"
"1875","0.05558483302593231","0.05558483302593231","0.05558483302593231"
"1879","0.11877653747797012","0.11877653747797012","0.11877653747797012"
"1883","0.10277532041072845","0.10277532041072845","0.10277532041072845"
"1889","0.11452342569828033","0.11452342569828033","0.11452342569828033"
"1890","0.08025909960269928","0.08025909960269928","0.08025909960269928"
"1894","0.14241603016853333","0.14241603016853333","0.14241603016853333"
"1898","0.11637018620967865","0.11637018620967865","0.11637018620967865"
"1911","0.10693584382534027","0.10693584382534027","0.10693584382534027"
